Ablation ladder — is the 27-cell regime conditioning real?
All rungs scored on the SAME decision windows (gated on the conditional cell).
p05 = 5th-percentile slippage (the adverse tail). + = beats a market order at the open.
conditional reproduces run_backtest_rolling at target=0.6 (asserted).

=== Gold (tick=0.1, active days 132/296) ===
market    side tau target rung              n   fill      avg   median p05(tail)
Bunds     buy   10   0.60 conditional    1835 62.6%   +0.215   +2.000    -10.00
Bunds     buy   10   0.60 unconditional   1835 61.4%   +0.244   +3.000     -9.00
Bunds     buy   10   0.70 conditional    1835 72.8%   +0.183   +2.000     -9.00
Bunds     buy   10   0.70 unconditional   1835 74.0%   +0.231   +2.000     -8.00
Bunds     buy   10   0.80 conditional    1835 82.7%   +0.232   +1.000     -7.00
Bunds     buy   10   0.80 unconditional   1835 87.0%   +0.311   +1.000     -6.00
Bunds     buy   10    -   persistence    1835 55.4%   +0.211   +1.000    -10.00
Bunds     buy   10    -   random         1835 29.6%   +0.057   +0.000    -11.00
Bunds     buy   10    -   vwap           1835 100.0%   +0.055   -0.129     -7.78
Bunds     sell  15   0.40 conditional    1099 42.9%   +0.233   +2.000    -13.00
Bunds     sell  15   0.40 unconditional   1099 42.0%   +0.191   +2.000    -12.00
Bunds     sell  15   0.50 conditional    1099 53.4%   +0.204   +3.000    -12.10
Bunds     sell  15   0.50 unconditional   1099 52.0%   +0.278   +4.000    -12.00
Bunds     sell  15   0.60 conditional    1099 65.2%   +0.340   +2.000    -12.00
Bunds     sell  15   0.60 unconditional   1099 62.3%   +0.283   +3.000    -11.00
Bunds     sell  15   0.70 conditional    1099 73.3%   +0.233   +2.000    -11.00
Bunds     sell  15   0.70 unconditional   1099 73.4%   +0.420   +2.000    -10.00
Bunds     sell  15   0.80 conditional    1099 82.5%   +0.201   +1.000    -10.00
Bunds     sell  15   0.80 unconditional   1099 81.0%   +0.410   +2.000     -9.00
Bunds     sell  15    -   persistence    1099 52.4%   +0.028   +1.000    -12.00
Bunds     sell  15    -   random         1099 32.4%   +0.422   +1.000    -12.00
Bunds     sell  15    -   vwap           1099 100.0%   -0.051   +0.181     -9.46
Bunds     buy   15   0.40 conditional    1099 38.9%   +0.142   +1.000    -13.00
Bunds     buy   15   0.40 unconditional   1099 40.0%   +0.108   +1.000    -12.00
Bunds     buy   15   0.50 conditional    1099 48.3%   +0.251   +2.000    -12.10
Bunds     buy   15   0.50 unconditional   1099 50.5%   +0.064   +4.000    -12.00
Bunds     buy   15   0.60 conditional    1099 60.4%   +0.255   +3.000    -11.00
Bunds     buy   15   0.60 unconditional   1099 61.4%   +0.177   +3.000    -11.00
Bunds     buy   15   0.70 conditional    1099 69.5%   +0.158   +2.000    -11.00
Bunds     buy   15   0.70 unconditional   1099 71.2%   +0.177   +2.000    -10.00
Bunds     buy   15   0.80 conditional    1099 79.7%   +0.192   +1.000     -9.00
Bunds     buy   15   0.80 unconditional   1099 82.3%   +0.245   +2.000     -8.00
Bunds     buy   15    -   persistence    1099 54.6%   +0.242   +1.000    -11.00
Bunds     buy   15    -   random         1099 32.3%   +0.031   +0.000    -13.00
Bunds     buy   15    -   vwap           1099 100.0%   +0.051   -0.181     -9.44
Bunds     sell  30   0.40 conditional     398 39.7%   +1.008   +3.000    -16.15
Bunds     sell  30   0.40 unconditional    398 40.5%   +0.977   +3.000    -17.00
Bunds     sell  30   0.50 conditional     398 49.2%   +0.781   +4.000    -16.00
Bunds     sell  30   0.50 unconditional    398 49.5%   +0.681   +4.000    -17.00
Bunds     sell  30   0.60 conditional     398 61.6%   +0.570   +4.000    -16.00
Bunds     sell  30   0.60 unconditional    398 62.6%   +0.432   +5.000    -15.15
Bunds     sell  30   0.70 conditional     398 72.1%   +0.452   +3.000    -14.00
Bunds     sell  30   0.70 unconditional    398 74.4%   +0.500   +3.000    -12.15
Bunds     sell  30   0.80 conditional     398 80.2%   +0.339   +2.000    -12.00
Bunds     sell  30   0.80 unconditional    398 86.4%   +0.508   +2.000    -10.00
Bunds     sell  30    -   persistence     398 48.5%   +0.214   +2.000    -17.00
Bunds     sell  30    -   random          398 38.9%   +0.837   +2.000    -16.00
Bunds     sell  30    -   vwap            398 100.0%   -0.147   +0.526    -13.80
Bunds     buy   30   0.40 conditional     398 38.2%   -0.211   +1.000    -19.15
Bunds     buy   30   0.40 unconditional    398 44.7%   +0.324   +3.000    -15.15
Bunds     buy   30   0.50 conditional     398 47.7%   +0.131   +3.000    -18.15
Bunds     buy   30   0.50 unconditional    398 52.5%   +0.201   +5.000    -15.00
Bunds     buy   30   0.60 conditional     398 56.5%   +0.281   +3.000    -18.15
Bunds     buy   30   0.60 unconditional    398 63.8%   +0.339   +4.000    -14.15
Bunds     buy   30   0.70 conditional     398 66.3%   +0.176   +3.000    -17.30
Bunds     buy   30   0.70 unconditional    398 71.6%   +0.286   +4.000    -12.00
Bunds     buy   30   0.80 conditional     398 75.6%   +0.108   +2.000    -15.00
Bunds     buy   30   0.80 unconditional    398 81.2%   +0.108   +2.000    -11.00
Bunds     buy   30    -   persistence     398 53.8%   +0.033   +1.000    -15.15
Bunds     buy   30    -   random          398 36.7%   -0.128   +1.000    -16.00
Bunds     buy   30    -   vwap            398 100.0%   +0.147   -0.526    -12.09
Bunds     sell  60   0.40 conditional      81 40.7%   +2.790   +6.000    -25.00
Bunds     sell  60   0.40 unconditional     81 21.0%   +2.667   +4.000    -25.00
Bunds     sell  60   0.50 conditional      81 44.4%   +2.988   +6.000    -25.00
Bunds     sell  60   0.50 unconditional     81 34.6%   +3.802   +5.000    -25.00
Bunds     sell  60   0.60 conditional      81 51.9%   +2.494   +5.000    -25.00
Bunds     sell  60   0.60 unconditional     81 43.2%   +2.160   +5.000    -25.00
Bunds     sell  60   0.70 conditional      81 60.5%   +1.753   +5.000    -25.00
Bunds     sell  60   0.70 unconditional     81 64.2%   +1.963   +7.000    -25.00
Bunds     sell  60   0.80 conditional      81 67.9%   +1.679   +4.000    -16.00
Bunds     sell  60   0.80 unconditional     81 75.3%   +1.444   +6.000    -16.00
Bunds     sell  60    -   persistence      81 45.7%   +1.309   +4.000    -25.00
Bunds     sell  60    -   random           81 54.3%   +2.556   +3.000    -25.00
Bunds     sell  60    -   vwap             81 100.0%   -0.321   +0.657    -19.21
Bunds     buy   60   0.40 conditional      81 45.7%   -1.383   +1.000    -29.00
Bunds     buy   60   0.40 unconditional     81 32.1%   -1.667   -1.000    -29.00
Bunds     buy   60   0.50 conditional      81 51.9%   -0.988   +5.000    -29.00
Bunds     buy   60   0.50 unconditional     81 40.7%   -1.309   +0.000    -29.00
Bunds     buy   60   0.60 conditional      81 63.0%   -0.210   +5.000    -23.00
Bunds     buy   60   0.60 unconditional     81 49.4%   -0.235   +5.000    -23.00
Bunds     buy   60   0.70 conditional      81 70.4%   +0.074   +3.000    -21.00
Bunds     buy   60   0.70 unconditional     81 59.3%   -0.284   +5.000    -23.00
Bunds     buy   60   0.80 conditional      81 80.2%   +1.025   +1.000    -20.00
Bunds     buy   60   0.80 unconditional     81 74.1%   +0.593   +5.000    -20.00
Bunds     buy   60    -   persistence      81 49.4%   -2.000   +1.000    -29.00
Bunds     buy   60    -   random           81 51.9%   -1.309   +1.000    -23.00
Bunds     buy   60    -   vwap             81 100.0%   +0.321   -0.657    -12.88
  saved: reports\figures\ablation_pareto_Bunds.png
  saved: reports\figures\ablation_tau_Bunds.png

=== EuroStoxx (tick=1, active days 99/193) ===
market    side tau target rung              n   fill      avg   median p05(tail)
------------------------------------------------------------------------------
EuroStoxx sell   5   0.40 conditional   21159 55.8%   +0.255   +2.000     -6.00
EuroStoxx sell   5   0.40 unconditional  21159 58.3%   +0.308   +2.000     -5.50
EuroStoxx sell   5   0.50 conditional   21159 65.3%   +0.291   +2.000     -5.50
EuroStoxx sell   5   0.50 unconditional  21159 63.0%   +0.330   +2.000     -5.50
EuroStoxx sell   5   0.60 conditional   21159 73.2%   +0.287   +1.000     -5.00
EuroStoxx sell   5   0.60 unconditional  21159 67.5%   +0.215   +1.000     -5.00
EuroStoxx sell   5   0.70 conditional   21159 83.7%   +0.190   +1.000     -4.00
EuroStoxx sell   5   0.70 unconditional  21159 84.8%   +0.145   +1.000     -4.00
EuroStoxx sell   5   0.80 conditional   21159 95.5%   +0.063   +0.000     +0.00
EuroStoxx sell   5   0.80 unconditional  21159 100.0%   -0.000   +0.000     +0.00
EuroStoxx sell   5    -   persistence   21159 59.1%   +0.164   +0.000     -6.00
EuroStoxx sell   5    -   random        21159 21.6%   +0.050   +0.000     -6.50
EuroStoxx sell   5    -   vwap          21159 100.0%   -0.017   +0.010     -4.41
EuroStoxx buy    5   0.40 conditional   21159 54.8%   +0.216   +2.000     -6.00
EuroStoxx buy    5   0.40 unconditional  21159 59.3%   +0.290   +2.000     -5.00
EuroStoxx buy    5   0.50 conditional   21159 65.5%   +0.265   +1.000     -5.00
EuroStoxx buy    5   0.50 unconditional  21159 63.2%   +0.292   +2.000     -5.00
EuroStoxx buy    5   0.60 conditional   21159 75.6%   +0.265   +1.000     -5.00
EuroStoxx buy    5   0.60 unconditional  21159 67.8%   +0.178   +1.000     -5.00
EuroStoxx buy    5   0.70 conditional   21159 85.4%   +0.185   +1.000     -4.00
EuroStoxx buy    5   0.70 unconditional  21159 86.0%   +0.149   +1.000     -3.50
EuroStoxx buy    5   0.80 conditional   21159 95.9%   +0.058   +0.000     +0.00
EuroStoxx buy    5   0.80 unconditional  21159 100.0%   +0.000   +0.000     +0.00
EuroStoxx buy    5    -   persistence   21159 58.8%   +0.129   +0.000     -6.00
EuroStoxx buy    5    -   random        21159 21.6%   +0.061   +0.000     -6.00
EuroStoxx buy    5    -   vwap          21159 100.0%   +0.017   -0.010     -4.30
EuroStoxx sell  10   0.40 conditional    9869 53.0%   +0.234   +2.000     -9.00
EuroStoxx sell  10   0.40 unconditional   9869 49.3%   +0.181   +2.000     -9.00
EuroStoxx sell  10   0.50 conditional    9869 63.5%   +0.310   +2.000     -8.50
EuroStoxx sell  10   0.50 unconditional   9869 64.8%   +0.279   +2.000     -8.00
EuroStoxx sell  10   0.60 conditional    9869 71.8%   +0.290   +2.000     -8.00
EuroStoxx sell  10   0.60 unconditional   9869 74.0%   +0.355   +2.000     -7.00
EuroStoxx sell  10   0.70 conditional    9869 81.0%   +0.304   +1.000     -6.50
EuroStoxx sell  10   0.70 unconditional   9869 76.0%   +0.289   +2.000     -7.00
EuroStoxx sell  10   0.80 conditional    9869 88.5%   +0.169   +1.000     -5.00
EuroStoxx sell  10   0.80 unconditional   9869 90.4%   +0.130   +1.000     -4.00
EuroStoxx sell  10    -   persistence    9869 56.8%   +0.135   +1.000     -9.00
EuroStoxx sell  10    -   random         9869 24.2%   +0.048   +0.000     -9.50
EuroStoxx sell  10    -   vwap           9869 100.0%   -0.047   +0.012     -6.40
EuroStoxx buy   10   0.40 conditional    9869 52.0%   +0.263   +2.000     -8.50
EuroStoxx buy   10   0.40 unconditional   9869 52.1%   +0.242   +2.000     -8.00
EuroStoxx buy   10   0.50 conditional    9869 62.7%   +0.304   +2.000     -8.00
EuroStoxx buy   10   0.50 unconditional   9869 65.0%   +0.303   +2.000     -7.50
EuroStoxx buy   10   0.60 conditional    9869 73.3%   +0.311   +2.000     -7.00
EuroStoxx buy   10   0.60 unconditional   9869 73.9%   +0.366   +2.000     -7.00
EuroStoxx buy   10   0.70 conditional    9869 80.7%   +0.301   +1.000     -6.00
EuroStoxx buy   10   0.70 unconditional   9869 77.6%   +0.225   +1.000     -6.50
EuroStoxx buy   10   0.80 conditional    9869 90.0%   +0.144   +1.000     -4.00
EuroStoxx buy   10   0.80 unconditional   9869 93.0%   +0.139   +1.000     -3.00
EuroStoxx buy   10    -   persistence    9869 56.6%   +0.168   +1.000     -8.00
EuroStoxx buy   10    -   random         9869 23.5%   +0.103   +0.000     -9.00
EuroStoxx buy   10    -   vwap           9869 100.0%   +0.047   -0.012     -6.12
EuroStoxx sell  15   0.40 conditional    6302 49.8%   +0.179   +2.000    -11.00
EuroStoxx sell  15   0.40 unconditional   6302 49.1%   +0.267   +3.000    -11.00
EuroStoxx sell  15   0.50 conditional    6302 60.8%   +0.284   +2.000    -10.00
EuroStoxx sell  15   0.50 unconditional   6302 57.4%   +0.210   +3.000    -10.00
EuroStoxx sell  15   0.60 conditional    6302 70.0%   +0.290   +2.000     -9.50
EuroStoxx sell  15   0.60 unconditional   6302 71.3%   +0.327   +2.000     -9.00
EuroStoxx sell  15   0.70 conditional    6302 80.2%   +0.340   +2.000     -8.00
EuroStoxx sell  15   0.70 unconditional   6302 78.9%   +0.356   +2.000     -8.00
EuroStoxx sell  15   0.80 conditional    6302 87.3%   +0.251   +1.000     -6.00
EuroStoxx sell  15   0.80 unconditional   6302 89.9%   +0.160   +1.000     -5.00
EuroStoxx sell  15    -   persistence    6302 55.5%   +0.213   +1.000    -10.50
EuroStoxx sell  15    -   random         6302 24.9%   +0.084   +0.500    -11.50
EuroStoxx sell  15    -   vwap           6302 100.0%   -0.120   -0.075     -7.96
EuroStoxx buy   15   0.40 conditional    6302 51.2%   +0.321   +2.000    -11.00
EuroStoxx buy   15   0.40 unconditional   6302 50.7%   +0.339   +3.000    -10.47
EuroStoxx buy   15   0.50 conditional    6302 59.9%   +0.370   +2.000    -10.00
EuroStoxx buy   15   0.50 unconditional   6302 61.5%   +0.372   +3.000    -10.00
EuroStoxx buy   15   0.60 conditional    6302 71.4%   +0.459   +2.000     -9.00
EuroStoxx buy   15   0.60 unconditional   6302 72.7%   +0.437   +2.000     -8.00
EuroStoxx buy   15   0.70 conditional    6302 79.9%   +0.452   +2.000     -8.00
EuroStoxx buy   15   0.70 unconditional   6302 80.6%   +0.496   +2.000     -7.00
EuroStoxx buy   15   0.80 conditional    6302 87.3%   +0.352   +1.000     -6.00
EuroStoxx buy   15   0.80 unconditional   6302 83.9%   +0.299   +1.000     -7.00
EuroStoxx buy   15    -   persistence    6302 55.4%   +0.226   +1.000    -10.47
EuroStoxx buy   15    -   random         6302 26.8%   +0.154   +0.500    -11.00
EuroStoxx buy   15    -   vwap           6302 100.0%   +0.120   +0.075     -7.23
EuroStoxx sell  30   0.40 conditional    2794 50.5%   +0.035   +4.000    -16.17
EuroStoxx sell  30   0.40 unconditional   2794 50.5%   +0.089   +4.000    -16.00
EuroStoxx sell  30   0.50 conditional    2794 59.4%   +0.133   +4.000    -16.00
EuroStoxx sell  30   0.50 unconditional   2794 58.2%   +0.122   +4.000    -15.50
EuroStoxx sell  30   0.60 conditional    2794 68.5%   +0.120   +3.000    -14.50
EuroStoxx sell  30   0.60 unconditional   2794 68.3%   +0.113   +3.000    -14.00
EuroStoxx sell  30   0.70 conditional    2794 78.8%   +0.179   +2.000    -12.00
EuroStoxx sell  30   0.70 unconditional   2794 79.0%   +0.210   +2.000    -12.00
EuroStoxx sell  30   0.80 conditional    2794 86.9%   +0.291   +2.000     -9.00
EuroStoxx sell  30   0.80 unconditional   2794 85.9%   +0.275   +2.000    -10.00
EuroStoxx sell  30    -   persistence    2794 53.2%   +0.055   +1.000    -15.50
EuroStoxx sell  30    -   random         2794 28.3%   -0.037   +1.000    -17.00
EuroStoxx sell  30    -   vwap           2794 100.0%   -0.264   -0.256    -11.49
EuroStoxx buy   30   0.40 conditional    2794 49.5%   +0.487   +3.500    -16.00
EuroStoxx buy   30   0.40 unconditional   2794 51.0%   +0.619   +4.000    -15.50
EuroStoxx buy   30   0.50 conditional    2794 59.3%   +0.470   +4.000    -15.50
EuroStoxx buy   30   0.50 unconditional   2794 60.3%   +0.589   +4.000    -14.50
EuroStoxx buy   30   0.60 conditional    2794 69.3%   +0.583   +4.000    -14.17
EuroStoxx buy   30   0.60 unconditional   2794 69.7%   +0.646   +4.000    -13.00
EuroStoxx buy   30   0.70 conditional    2794 77.0%   +0.568   +3.000    -13.00
EuroStoxx buy   30   0.70 unconditional   2794 75.7%   +0.521   +3.000    -13.00
EuroStoxx buy   30   0.80 conditional    2794 85.2%   +0.464   +2.000    -10.00
EuroStoxx buy   30   0.80 unconditional   2794 87.3%   +0.561   +2.000     -9.00
EuroStoxx buy   30    -   persistence    2794 53.1%   +0.343   +2.000    -16.00
EuroStoxx buy   30    -   random         2794 29.2%   +0.267   +1.000    -17.00
EuroStoxx buy   30    -   vwap           2794 100.0%   +0.264   +0.256    -11.01
EuroStoxx sell  60   0.40 conditional    1157 48.2%   -0.147   +4.500    -24.50
EuroStoxx sell  60   0.40 unconditional   1157 46.4%   -0.169   +4.000    -24.50
EuroStoxx sell  60   0.50 conditional    1157 56.9%   -0.237   +5.000    -24.00
EuroStoxx sell  60   0.50 unconditional   1157 55.9%   -0.356   +6.000    -24.00
EuroStoxx sell  60   0.60 conditional    1157 66.4%   -0.347   +4.000    -23.00
EuroStoxx sell  60   0.60 unconditional   1157 64.4%   -0.362   +5.000    -23.00
EuroStoxx sell  60   0.70 conditional    1157 76.7%   -0.305   +3.000    -21.10
EuroStoxx sell  60   0.70 unconditional   1157 76.0%   -0.181   +4.000    -21.00
EuroStoxx sell  60   0.80 conditional    1157 85.6%   +0.039   +2.000    -16.00
EuroStoxx sell  60   0.80 unconditional   1157 86.3%   -0.031   +2.000    -16.00
EuroStoxx sell  60    -   persistence    1157 52.1%   +0.003   +2.000    -24.50
EuroStoxx sell  60    -   random         1157 31.7%   -0.190   +1.000    -25.10
EuroStoxx sell  60    -   vwap           1157 100.0%   -0.680   -0.913    -17.92
EuroStoxx buy   60   0.40 conditional    1157 49.0%   +0.911   +4.500    -24.60
EuroStoxx buy   60   0.40 unconditional   1157 44.5%   +0.845   +4.000    -24.60
EuroStoxx buy   60   0.50 conditional    1157 57.0%   +1.035   +6.000    -23.00
EuroStoxx buy   60   0.50 unconditional   1157 55.7%   +1.079   +8.000    -22.60
EuroStoxx buy   60   0.60 conditional    1157 67.8%   +1.127   +6.000    -20.00
EuroStoxx buy   60   0.60 unconditional   1157 65.9%   +1.098   +6.000    -20.00
EuroStoxx buy   60   0.70 conditional    1157 76.3%   +0.881   +4.000    -20.00
EuroStoxx buy   60   0.70 unconditional   1157 74.8%   +0.939   +5.000    -19.00
EuroStoxx buy   60   0.80 conditional    1157 82.9%   +0.568   +4.000    -17.20
EuroStoxx buy   60   0.80 unconditional   1157 82.4%   +0.639   +4.000    -18.00
EuroStoxx buy   60    -   persistence    1157 53.8%   +1.045   +3.000    -23.60
EuroStoxx buy   60    -   random         1157 34.4%   +0.857   +2.000    -24.00
EuroStoxx buy   60    -   vwap           1157 100.0%   +0.680   +0.913    -16.62
  saved: reports\figures\ablation_pareto_EuroStoxx.png
  saved: reports\figures\ablation_tau_EuroStoxx.png

=== GBP (tick=0.0001, active days 147/281) ===
market    side tau target rung              n   fill      avg   median p05(tail)
------------------------------------------------------------------------------
GBP       sell   5   0.40 conditional   30171 37.2%   +5.615 +100.000   -900.00
GBP       sell   5   0.40 unconditional  30171 36.3%   +6.317 +100.000   -900.00
GBP       sell   5   0.50 conditional   30171 49.0%   +5.091 +200.000   -900.00
GBP       sell   5   0.50 unconditional  30171 48.4%   +5.572 +200.000   -800.00
GBP       sell   5   0.60 conditional   30171 61.5%   +4.428 +200.000   -800.00
GBP       sell   5   0.60 unconditional  30171 62.6%   +3.679 +200.000   -800.00
GBP       sell   5   0.70 conditional   30171 73.7%   +3.172 +100.000   -700.00
GBP       sell   5   0.70 unconditional  30171 77.0%   +2.423 +100.000   -700.00
GBP       sell   5   0.80 conditional   30171 85.0%   +3.603 +100.000   -600.00
GBP       sell   5   0.80 unconditional  30171 82.8%   +2.489 +100.000   -600.00
GBP       sell   5    -   persistence   30171 55.8%   +4.342   +0.000   -800.00
GBP       sell   5    -   random        30171 10.2%   -0.383   +0.000   -900.00
GBP       sell   5    -   vwap          30171 100.0%   +2.205   +2.937   -609.49
GBP       buy    5   0.40 conditional   30171 37.2%   +0.855 +100.000   -900.00
GBP       buy    5   0.40 unconditional  30171 35.8%   +1.147 +100.000   -900.00
GBP       buy    5   0.50 conditional   30171 49.2%   +2.542 +200.000   -800.00
GBP       buy    5   0.50 unconditional  30171 47.7%   +3.043 +200.000   -800.00
GBP       buy    5   0.60 conditional   30171 61.0%   +2.913 +200.000   -800.00
GBP       buy    5   0.60 unconditional  30171 61.7%   +1.346 +200.000   -800.00
GBP       buy    5   0.70 conditional   30171 73.6%   +0.819 +100.000   -700.00
GBP       buy    5   0.70 unconditional  30171 76.3%   +1.641 +100.000   -700.00
GBP       buy    5   0.80 conditional   30171 85.4%   +0.902 +100.000   -600.00
GBP       buy    5   0.80 unconditional  30171 81.8%   +0.776 +100.000   -600.00
GBP       buy    5    -   persistence   30171 56.3%   +0.974   +0.000   -800.00
GBP       buy    5    -   random        30171  9.5%   -8.620   +0.000   -900.00
GBP       buy    5    -   vwap          30171 100.0%   -2.205   -2.937   -610.78
GBP       sell  10   0.40 conditional   13477 37.0%  +18.149 +100.000  -1300.00
GBP       sell  10   0.40 unconditional  13477 35.9%  +19.366 +100.000  -1300.00
GBP       sell  10   0.50 conditional   13477 47.8%  +18.491 +300.000  -1300.00
GBP       sell  10   0.50 unconditional  13477 49.1%  +16.421 +400.000  -1200.00
GBP       sell  10   0.60 conditional   13477 59.2%  +15.619 +300.000  -1200.00
GBP       sell  10   0.60 unconditional  13477 60.2%  +12.844 +300.000  -1200.00
GBP       sell  10   0.70 conditional   13477 70.8%   +8.941 +200.000  -1100.00
GBP       sell  10   0.70 unconditional  13477 72.4%  +11.946 +200.000  -1000.00
GBP       sell  10   0.80 conditional   13477 83.7%   +8.578 +100.000   -900.00
GBP       sell  10   0.80 unconditional  13477 85.7%   +5.914 +100.000   -800.00
GBP       sell  10    -   persistence   13477 54.0%  +10.091 +100.000  -1200.00
GBP       sell  10    -   random        13477 13.6%   +6.523  +47.000  -1300.00
GBP       sell  10    -   vwap          13477 100.0%   +7.128   +8.656   -871.65
GBP       buy   10   0.40 conditional   13477 37.1%   -2.775 +100.000  -1300.00
GBP       buy   10   0.40 unconditional  13477 38.1%   -3.502 +100.000  -1300.00
GBP       buy   10   0.50 conditional   13477 47.9%   -4.823 +300.000  -1300.00
GBP       buy   10   0.50 unconditional  13477 49.0%   -3.235 +300.000  -1300.00
GBP       buy   10   0.60 conditional   13477 59.4%   +2.820 +300.000  -1200.00
GBP       buy   10   0.60 unconditional  13477 60.1%   +1.707 +300.000  -1200.00
GBP       buy   10   0.70 conditional   13477 71.4%   +2.753 +200.000  -1100.00
GBP       buy   10   0.70 unconditional  13477 72.2%   +2.315 +200.000  -1100.00
GBP       buy   10   0.80 conditional   13477 83.0%   +3.280 +100.000   -900.00
GBP       buy   10   0.80 unconditional  13477 84.5%   +3.465 +100.000   -800.00
GBP       buy   10    -   persistence   13477 53.9%   -4.341 +100.000  -1200.00
GBP       buy   10    -   random        13477 12.9%  -12.010   +0.000  -1300.00
GBP       buy   10    -   vwap          13477 100.0%   -7.128   -8.656   -869.31
GBP       sell  15   0.40 conditional    8353 37.1%  +21.633 +200.000  -1600.00
GBP       sell  15   0.40 unconditional   8353 36.5%  +23.357 +200.000  -1600.00
GBP       sell  15   0.50 conditional    8353 47.9%  +24.841 +400.000  -1500.00
GBP       sell  15   0.50 unconditional   8353 46.0%  +27.810 +300.000  -1500.00
GBP       sell  15   0.60 conditional    8353 58.8%  +23.213 +400.000  -1500.00
GBP       sell  15   0.60 unconditional   8353 59.2%  +23.477 +400.000  -1500.00
GBP       sell  15   0.70 conditional    8353 70.8%  +18.065 +300.000  -1400.00
GBP       sell  15   0.70 unconditional   8353 69.9%  +12.091 +300.000  -1400.00
GBP       sell  15   0.80 conditional    8353 81.5%  +12.187 +200.000  -1100.00
GBP       sell  15   0.80 unconditional   8353 80.8%  +10.727 +200.000  -1100.00
GBP       sell  15    -   persistence    8353 52.7%  +14.222 +100.000  -1500.00
GBP       sell  15    -   random         8353 16.3%   +9.633 +100.000  -1600.00
GBP       sell  15    -   vwap           8353 100.0%   +7.761   +7.110  -1084.35
GBP       buy   15   0.40 conditional    8353 36.2%   -8.440 +100.000  -1600.00
GBP       buy   15   0.40 unconditional   8353 35.5%   -4.106 +100.000  -1600.00
GBP       buy   15   0.50 conditional    8353 47.0%   +0.144 +300.000  -1500.00
GBP       buy   15   0.50 unconditional   8353 48.5%   +3.592 +400.000  -1500.00
GBP       buy   15   0.60 conditional    8353 58.5%   +4.430 +300.000  -1500.00
GBP       buy   15   0.60 unconditional   8353 58.7%   +3.675 +400.000  -1500.00
GBP       buy   15   0.70 conditional    8353 69.6%   +8.931 +300.000  -1400.00
GBP       buy   15   0.70 unconditional   8353 69.5%   +4.920 +300.000  -1400.00
GBP       buy   15   0.80 conditional    8353 81.2%  +17.742 +200.000  -1100.00
GBP       buy   15   0.80 unconditional   8353 80.5%   +8.213 +200.000  -1100.00
GBP       buy   15    -   persistence    8353 52.4%   -8.488 +100.000  -1500.00
GBP       buy   15    -   random         8353 15.8%  -21.314  +22.000  -1600.00
GBP       buy   15    -   vwap           8353 100.0%   -7.761   -7.110  -1077.28
GBP       sell  30   0.40 conditional    3602 39.0%  +30.872 +200.000  -2200.00
GBP       sell  30   0.40 unconditional   3602 36.7%  +38.229 +200.000  -2200.00
GBP       sell  30   0.50 conditional    3602 48.7%  +33.648 +600.000  -2200.00
GBP       sell  30   0.50 unconditional   3602 48.7%  +38.673 +600.000  -2200.00
GBP       sell  30   0.60 conditional    3602 59.6%  +30.178 +500.000  -2100.00
GBP       sell  30   0.60 unconditional   3602 60.3%  +48.723 +600.000  -2100.00
GBP       sell  30   0.70 conditional    3602 70.5%  +42.643 +400.000  -1900.00
GBP       sell  30   0.70 unconditional   3602 70.0%  +38.978 +500.000  -1900.00
GBP       sell  30   0.80 conditional    3602 80.3%  +25.902 +300.000  -1695.00
GBP       sell  30   0.80 unconditional   3602 81.1%  +26.735 +300.000  -1700.00
GBP       sell  30    -   persistence    3602 51.7%  +33.509 +200.000  -2000.00
GBP       sell  30    -   random         3602 21.2%  +22.750 +100.000  -2200.00
GBP       sell  30    -   vwap           3602 100.0%  +11.090  +15.745  -1490.60
GBP       buy   30   0.40 conditional    3602 38.3%   -9.522 +200.000  -2200.00
GBP       buy   30   0.40 unconditional   3602 37.0%   -0.777 +100.000  -2200.00
GBP       buy   30   0.50 conditional    3602 47.8%   -3.359 +500.000  -2200.00
GBP       buy   30   0.50 unconditional   3602 47.6%   +7.218 +500.000  -2200.00
GBP       buy   30   0.60 conditional    3602 59.2%   -4.553 +500.000  -2100.00
GBP       buy   30   0.60 unconditional   3602 59.1%  +16.630 +600.000  -2100.00
GBP       buy   30   0.70 conditional    3602 70.2%  +11.410 +400.000  -2000.00
GBP       buy   30   0.70 unconditional   3602 68.2%  +20.128 +500.000  -2000.00
GBP       buy   30   0.80 conditional    3602 80.3%  +21.016 +300.000  -1700.00
GBP       buy   30   0.80 unconditional   3602 79.9%  +21.599 +300.000  -1700.00
GBP       buy   30    -   persistence    3602 51.9%   +4.553 +200.000  -2100.00
GBP       buy   30    -   random         3602 22.6%  -42.966 +100.000  -2200.00
GBP       buy   30    -   vwap           3602 100.0%  -11.090  -15.745  -1567.75
GBP       sell  60   0.40 conditional    1474 41.5%  +32.632 +400.000  -3100.00
GBP       sell  60   0.40 unconditional   1474 41.9%  +28.290 +400.000  -3100.00
GBP       sell  60   0.50 conditional    1474 49.9%  +12.551 +750.000  -3100.00
GBP       sell  60   0.50 unconditional   1474 52.7%  +31.615 +1000.000  -3100.00
GBP       sell  60   0.60 conditional    1474 62.3%  +34.464 +700.000  -2900.00
GBP       sell  60   0.60 unconditional   1474 63.3%  +25.170 +800.000  -2935.00
GBP       sell  60   0.70 conditional    1474 70.4%  +35.889 +600.000  -2635.00
GBP       sell  60   0.70 unconditional   1474 72.6%  +27.137 +600.000  -2800.00
